,age,gender,occupation,genre,rate,user_id,movie_id
2933,20,0,executive/managerial,28,3,124253,clear+and+present+danger+1994
2934,10,0,sales/marketing,12,4,249313,the+princess+bride+1987
2935,20,0,executive/managerial,18,3,342279,the+firm+1993
2936,30,1,college/grad student,12,3,418499,shrek+2+2004
2937,30,0,executive/managerial,12,5,613226,raiders+of+the+lost+ark+1981
2938,20,0,executive/managerial,18,5,68663,schindlers+list+1993
2939,30,0,scientist,80,4,444086,l.a.+confidential+1997
2940,20,0,sales/marketing,10749,3,921572,out+of+sight+1998
2941,20,0,sales/marketing,27,5,204479,van+helsing+2004
2942,30,0,college/grad student,12,2,578609,the+wizard+of+oz+1939
2943,30,1,academic/educator,28,2,125478,batman+begins+2005
2944,20,0,sales/marketing,18,5,799578,schindlers+list+1993
2945,10,0,homemaker,18,3,546582,one+flew+over+the+cuckoos+nest+1975
2946,30,0,other or not specified,18,4,904778,the+red+violin+1998
2947,10,0,K-12 student,28,3,766328,batman+begins+2005
2948,20,0,artist,18,4,882666,frailty+2001
2949,20,0,executive/managerial,28,4,448222,beverly+hills+cop+1984
2950,30,0,other or not specified,12,4,315054,the+wizard+of+oz+1939
2951,20,0,college/grad student,12,4,529119,the+lord+of+the+rings+the+return+of+the+king+2003
2952,30,0,college/grad student,53,4,858803,leon+the+professional+1994
2953,20,0,executive/managerial,28,3,670527,maverick+1994
2954,20,0,college/grad student,18,3,587635,the+firm+1993
2955,20,0,college/grad student,18,5,562323,the+departed+2006
2956,50,0,academic/educator,35,3,19016,what+about+bob+1991
2957,20,0,scientist,10402,5,987036,the+blues+brothers+1980
2958,30,1,scientist,35,4,59954,the+big+chill+1983
2959,20,0,sales/marketing,12,3,176248,lost+in+space+1998
2960,30,0,college/grad student,28,2,616369,cliffhanger+1993
2961,20,0,college/grad student,18,4,837463,one+flew+over+the+cuckoos+nest+1975
2962,20,1,executive/managerial,28,4,279547,twister+1996
2963,30,0,executive/managerial,878,2,966826,twelve+monkeys+1995
2964,20,0,self-employed,12,4,571949,cast+away+2000
2965,20,0,scientist,35,3,908709,repo+man+1984
2966,10,0,K-12 student,12,5,530080,the+empire+strikes+back+1980
2967,20,0,scientist,27,5,426729,screamers+1995
2968,20,0,scientist,12,4,665819,dr.+no+1962
2969,30,1,academic/educator,35,3,125478,dumb+and+dumber+1994
2970,20,0,scientist,10770,1,672176,battlestar+galactica+razor+2007
2971,30,0,college/grad student,10749,3,817072,whats+eating+gilbert+grape+1993
2972,20,0,executive/managerial,80,2,924569,natural+born+killers+1994
2973,20,1,homemaker,10749,5,360209,don+juan+demarco+1994
2974,40,1,homemaker,12,5,909040,dances+with+wolves+1990
2975,20,0,sales/marketing,18,4,805099,indecent+proposal+1993
2976,20,0,executive/managerial,18,5,68663,the+usual+suspects+1995
2977,20,0,college/grad student,28,4,903084,avatar+2009
2978,30,0,other or not specified,14,3,670902,casper+1995
2979,30,0,executive/managerial,18,3,347681,jfk+1991
2980,80,0,executive/managerial,12,4,316870,the+muppet+movie+1979
2981,20,0,college/grad student,18,5,336971,schindlers+list+1993
2982,30,0,homemaker,35,3,883388,grumpy+old+men+1993
2983,20,0,self-employed,878,3,30696,e.t.+the+extra-terrestrial+1982
2984,30,1,executive/managerial,28,3,818390,backdraft+1991
2985,30,0,academic/educator,35,5,467251,bring+it+on+2000
2986,20,0,college/grad student,14,3,970149,the+rescuers+1977
2987,20,1,sales/marketing,12,2,407589,pocahontas+1995
2988,50,0,sales/marketing,35,5,562649,the+madness+of+king+george+1994
2989,30,0,technician/engineer,18,4,177464,a+simple+plan+1998
2990,30,0,college/grad student,28,3,815269,spy+hard+1996
2991,20,0,academic/educator,878,5,136068,eternal+sunshine+of+the+spotless+mind+2004
2992,20,0,other or not specified,35,4,155852,chasing+amy+1997
2993,20,0,sales/marketing,12,4,437562,austin+powers+the+spy+who+shagged+me+1999
2994,70,0,retired,18,4,166466,agnes+of+god+1985
2995,30,0,executive/managerial,878,4,893602,star+trek+generations+1994
2996,30,0,K-12 student,80,5,346991,the+silence+of+the+lambs+1991
2997,30,0,K-12 student,16,4,919823,the+aristocats+1970
2998,20,0,scientist,28,2,825599,the+limey+1999
2999,20,0,scientist,27,3,152876,hellraiser+1987
3000,30,1,college/grad student,35,3,913667,the+truth+about+cats++dogs+1996
3001,20,1,sales/marketing,35,2,742103,sleeper+1973
3002,30,0,college/grad student,10749,3,403820,the+mask+1994
3003,20,1,homemaker,12,4,40262,nicholas+nickleby+2002
3004,20,0,scientist,18,1,876891,full+metal+jacket+1987
3005,20,0,self-employed,35,2,827117,the+naked+gun+33+the+final+insult+1994
3006,30,0,K-12 student,18,4,39823,good+will+hunting+1997
3007,30,0,sales/marketing,80,3,37207,the+bad+seed+1956
3008,20,1,college/grad student,28,5,452441,iron+monkey+1993
3009,20,0,college/grad student,18,4,683315,full+metal+jacket+1987
3010,30,0,self-employed,16,5,768898,toy+story+2+1999
3011,20,0,scientist,28,3,721467,kung+fu+hustle+2004
3012,20,1,scientist,18,4,174125,little+women+1994
3013,30,0,college/grad student,35,3,406694,the+great+white+hype+1996
3014,20,0,college/grad student,35,3,690026,down+periscope+1996
3015,30,0,other or not specified,35,4,81882,life+of+brian+1979
3016,20,0,sales/marketing,18,5,802990,schindlers+list+1993
3017,20,0,college/grad student,28,5,476580,the+hunt+for+red+october+1990
3018,30,1,academic/educator,9648,3,492008,eyes+wide+shut+1999
3019,30,0,K-12 student,18,4,346991,gone+with+the+wind+1939
3020,30,0,executive/managerial,80,4,106535,ace+ventura+when+nature+calls+1995
3021,20,0,sales/marketing,27,3,535820,the+blair+witch+project+1999
3022,20,0,other or not specified,35,4,663132,road+trip+2000
3023,30,0,college/grad student,53,4,254455,pulp+fiction+1994
3024,10,1,artist,18,3,990395,saving+private+ryan+1998
3025,20,0,sales/marketing,35,4,341193,galaxy+quest+1999
3026,30,0,executive/managerial,12,3,951833,the+fifth+element+1997
3027,20,0,homemaker,28,2,479443,charlies+angels+2000
3028,30,0,other or not specified,28,5,634161,the+rock+1996
3029,20,0,technician/engineer,35,5,269787,the+brothers+mcmullen+1995
3030,20,0,self-employed,10749,2,954154,don+juan+demarco+1994
3031,30,0,executive/managerial,35,4,277801,private+parts+1997
3032,30,0,scientist,27,1,820213,feardotcom+2002
3033,30,1,scientist,35,4,402333,election+1999
3034,20,0,college/grad student,35,3,607731,kingpin+1996
3035,20,0,artist,35,4,762450,galaxy+quest+1999
3036,20,0,executive/managerial,35,3,206284,clueless+1995
3037,10,0,K-12 student,14,4,41184,edward+scissorhands+1990
3038,40,0,executive/managerial,18,5,2369,billy+elliot+2000
3039,0,0,scientist,53,1,618456,rec+2009
3040,30,1,college/grad student,10751,5,913667,willy+wonka++the+chocolate+factory+1971
3041,30,0,college/grad student,80,3,768946,the+silence+of+the+lambs+1991
3042,30,0,executive/managerial,12,3,106504,days+of+thunder+1990
3043,10,1,homemaker,35,5,394637,enchanted+2007
3044,20,0,programmer,28,4,115694,men+in+black+1997
3045,30,0,executive/managerial,12,4,9369,shrek+2001
3046,30,0,college/grad student,35,4,712592,the+brady+bunch+movie+1995
3047,20,1,college/grad student,14,3,271745,batman+1989
3048,20,0,sales/marketing,10749,5,799578,groundhog+day+1993
3049,30,0,K-12 student,18,4,208565,the+hunchback+of+notre+dame+1996
3050,30,0,executive/managerial,14,5,182506,the+purple+rose+of+cairo+1985
3051,20,0,sales/marketing,35,3,808443,meet+the+parents+2000
3052,20,0,executive/managerial,14,3,770737,batman+1989
3053,20,1,college/grad student,10749,3,577362,fatal+attraction+1987
3054,20,1,artist,18,4,637575,sense+and+sensibility+1995
3055,20,0,self-employed,80,4,230958,the+wolf+of+wall+street+2013
3056,10,1,artist,35,4,990395,ghostbusters+1984
3057,20,0,technician/engineer,18,3,341077,the+godfather+part+ii+1974
3058,30,0,college/grad student,28,4,293666,das+boot+1981
3059,30,0,homemaker,14,3,126781,the+santa+clause+1994
3060,60,0,other or not specified,12,5,167577,legends+of+the+fall+1994
3061,20,1,artist,99,4,376296,an+inconvenient+truth+2006
3062,20,0,sales/marketing,9648,5,39398,memento+2000
3063,20,0,artist,53,5,783225,dead+again+1991
3064,20,0,executive/managerial,80,1,749737,the+net+1995
3065,20,1,homemaker,35,3,161573,private+benjamin+1980
3066,20,0,sales/marketing,18,4,181146,patton+1970
3067,20,1,artist,80,4,498687,donnie+brasco+1997
3068,20,0,college/grad student,27,2,177876,phantasm+1979
3069,30,0,executive/managerial,18,3,171201,the+dark+knight+2008
3070,30,0,college/grad student,35,2,439824,sgt.+bilko+1996
3071,30,0,college/grad student,28,5,254455,die+hard+with+a+vengeance+1995
3072,20,0,doctor/health care,27,5,843403,alien+1979
3073,20,0,sales/marketing,35,4,341193,a+family+thing+1996
3074,30,0,scientist,28,5,627238,twister+1996
3075,30,0,executive/managerial,10749,2,135157,notting+hill+1999
3076,10,0,executive/managerial,35,3,584952,mars+attacks+1996
3077,30,0,college/grad student,878,1,171339,blade+runner+1982
3078,30,0,executive/managerial,18,5,316695,schindlers+list+1993
3079,10,1,artist,35,4,761546,airplane+1980
3080,20,0,other or not specified,18,4,663132,american+beauty+1999
3081,20,0,college/grad student,28,5,216225,eraser+1996
3082,30,1,college/grad student,80,4,364113,frequency+2000
3083,30,1,executive/managerial,878,3,465095,star+trek+first+contact+1996
3084,50,0,executive/managerial,35,3,399117,risky+business+1983
3085,30,0,scientist,99,4,506268,buena+vista+social+club+1999
3086,30,1,homemaker,35,4,695464,four+weddings+and+a+funeral+1994
3087,30,0,college/grad student,18,5,265583,the+firm+1993
3088,30,0,other or not specified,35,3,904778,life+is+beautiful+1997
3089,30,0,college/grad student,53,3,968671,traffic+2000
3090,30,0,college/grad student,18,3,756033,dead+man+walking+1995
3091,30,0,self-employed,80,4,89372,no+country+for+old+men+2007
3092,20,0,college/grad student,878,4,314742,star+trek+first+contact+1996
3093,20,1,college/grad student,35,4,377015,10+things+i+hate+about+you+1999
3094,30,0,college/grad student,12,3,768599,the+life+aquatic+with+steve+zissou+2004
3095,10,0,scientist,35,4,124994,four+weddings+and+a+funeral+1994
3096,30,0,college/grad student,27,4,902621,the+frighteners+1996
3097,30,0,sales/marketing,35,4,234874,all+about+my+mother+1999
3098,20,0,programmer,28,3,944443,outbreak+1995
3099,20,0,executive/managerial,28,5,393131,batman+forever+1995
3100,20,0,sales/marketing,18,4,205925,shadows+in+paradise+1986
3101,30,0,college/grad student,27,3,749399,interview+with+the+vampire+1994
3102,30,0,clerical/admin,18,4,724375,notes+on+a+scandal+2006
3103,30,0,college/grad student,12,4,409182,the+fugitive+1993
3104,20,1,executive/managerial,18,5,434918,sunset+boulevard+1950
3105,30,0,college/grad student,28,4,56869,men+in+black+1997
3106,30,0,college/grad student,35,4,903822,american+pie+1999
3107,20,0,college/grad student,14,4,504926,ghost+1990
3108,30,0,other or not specified,878,5,559747,eternal+sunshine+of+the+spotless+mind+2004
3109,30,0,scientist,18,4,560277,hotel+rwanda+2004
3110,10,0,homemaker,35,4,930092,tommy+boy+1995
3111,20,0,executive/managerial,18,4,159858,the+shawshank+redemption+1994
3112,30,0,college/grad student,35,3,232538,clueless+1995
3113,30,0,homemaker,18,4,447540,the+bone+collector+1999
3114,30,0,self-employed,35,4,249957,the+grand+budapest+hotel+2014
3115,20,1,college/grad student,35,5,253069,harold+and+maude+1971
3116,20,0,college/grad student,10751,3,681131,willy+wonka++the+chocolate+factory+1971
3117,30,1,other or not specified,35,3,952810,sideways+2004
3118,20,1,other or not specified,16,3,169756,south+park+bigger_+longer++uncut+1999
3119,20,0,scientist,10749,4,43940,theres+something+about+mary+1998
3120,30,0,college/grad student,12,4,48386,pocahontas+1995
3121,20,1,college/grad student,18,4,577362,leaving+las+vegas+1995
3122,20,0,scientist,35,4,706276,mary+poppins+1964
3123,20,0,scientist,18,4,665819,the+prestige+2006
3124,20,0,executive/managerial,28,3,46275,just+cause+1995
3125,10,0,sales/marketing,35,5,509798,the+truman+show+1998
3126,20,0,scientist,35,4,825599,the+big+chill+1983
3127,20,0,college/grad student,35,2,358325,me_+myself++irene+2000
3128,30,0,artist,80,3,464787,in+the+heat+of+the+night+1967
3129,30,1,sales/marketing,18,5,502034,the+departed+2006
3130,20,0,college/grad student,53,2,377883,pulp+fiction+1994
3131,20,0,other or not specified,35,3,407748,the+whole+nine+yards+2000
3132,30,0,other or not specified,28,4,909065,wild+wild+west+1999
3133,20,0,college/grad student,18,4,475063,american+history+x+1998
3134,30,0,sales/marketing,18,4,37207,two+girls+and+a+guy+1997
3135,20,0,sales/marketing,80,3,451026,se7en+1995
3136,30,0,executive/managerial,35,5,894906,airplane+1980
3137,30,0,sales/marketing,27,4,289418,the+thing+1982
3138,20,0,college/grad student,35,1,896633,say+anything...+1989
3139,40,0,self-employed,18,3,412019,good+will+hunting+1997
3140,30,0,college/grad student,12,5,292121,the+wizard+of+oz+1939
3141,20,0,sales/marketing,35,4,354032,mrs.+doubtfire+1993
3142,20,0,scientist,18,3,613812,phenomenon+1996
3143,40,0,executive/managerial,35,5,125494,arsenic+and+old+lace+1944
3144,20,0,scientist,18,5,944442,the+life+of+david+gale+2003
3145,30,0,executive/managerial,12,4,966826,the+phantom+1996
3146,20,1,other or not specified,10749,2,766373,the+little+rascals+1994
3147,30,0,college/grad student,35,3,500718,galaxy+quest+1999
3148,60,0,executive/managerial,18,4,600025,good+will+hunting+1997
3149,30,0,other or not specified,35,3,966153,my+fellow+americans+1996
3150,30,1,other or not specified,35,5,571241,sabrina+1954
3151,30,0,college/grad student,28,4,411959,die+hard+with+a+vengeance+1995
3152,20,0,sales/marketing,53,3,131365,secret+window+2004
3153,30,0,artist,9648,5,300262,vertigo+1958
3154,20,0,sales/marketing,35,5,41484,ferris+buellers+day+off+1986
3155,30,0,sales/marketing,27,2,214185,from+dusk+till+dawn+1996
3156,30,0,college/grad student,28,4,712592,stargate+1994
3157,30,0,K-12 student,18,4,346991,rocky+1976
3158,30,0,college/grad student,28,2,786069,batman+forever+1995
3159,20,1,executive/managerial,10402,3,616789,mr.+hollands+opus+1995
3160,30,0,self-employed,878,5,195557,twelve+monkeys+1995
3161,30,0,college/grad student,18,4,924949,american+beauty+1999
3162,20,0,college/grad student,28,3,690026,sudden+death+1995
3163,40,1,academic/educator,35,3,73434,topsy-turvy+1999
3164,10,0,college/grad student,878,2,785417,judge+dredd+1995
3165,20,0,sales/marketing,53,3,590275,2010+1984
3166,30,0,college/grad student,12,1,507875,homeward+bound+ii+lost+in+san+francisco+1996
3167,20,1,self-employed,18,3,881247,the+color+purple+1985
3168,30,1,scientist,10752,4,59954,captain+horatio+hornblower+r.n.+1951
3169,20,0,college/grad student,35,3,40840,dumb+and+dumber+1994
3170,20,0,college/grad student,27,5,981901,aliens+1986
3171,30,1,college/grad student,18,3,573350,the+grandfather+1998
3172,30,0,self-employed,18,4,66436,good+will+hunting+1997
3173,30,0,academic/educator,18,3,269937,rudy+1993
3174,20,0,other or not specified,18,4,524099,dead+poets+society+1989
3175,20,0,homemaker,28,1,987391,wild+bill+1995
3176,30,0,college/grad student,35,5,895830,guys+and+dolls+1955
3177,20,0,sales/marketing,12,2,590275,waterworld+1995
3178,20,0,sales/marketing,28,3,465448,city+slickers+1991
3179,10,0,sales/marketing,80,4,979623,lord+of+war+2005
3180,30,0,executive/managerial,18,3,981913,the+grapes+of+wrath+1940
3181,20,1,executive/managerial,12,3,616789,the+fifth+element+1997
3182,20,1,college/grad student,878,2,129015,godzilla+1998
3183,20,0,scientist,12,3,425359,days+of+thunder+1990
3184,30,0,scientist,12,4,613984,monty+python+and+the+holy+grail+1975
3185,10,0,sales/marketing,28,4,172022,the+terminator+1984
3186,20,0,self-employed,27,5,63048,the+shining+1980
3187,40,1,homemaker,35,3,909040,dave+1993
3188,20,0,college/grad student,28,3,112788,point+break+1991
3189,20,1,executive/managerial,10402,4,279547,mr.+hollands+opus+1995
3190,30,1,sales/marketing,12,3,394657,legends+of+the+fall+1994
3191,30,1,scientist,10749,3,402333,a+couch+in+new+york+1996
3192,30,0,academic/educator,18,5,421082,les+miserables+1995
3193,30,0,other or not specified,10402,2,777739,mr.+hollands+opus+1995
3194,30,1,executive/managerial,16,3,990800,toy+story+1995
3195,20,0,executive/managerial,28,4,851311,congo+1995
3196,20,0,technician/engineer,12,5,675984,jurassic+park+1993
3197,40,0,technician/engineer,878,4,603700,close+encounters+of+the+third+kind+1977
3198,20,0,sales/marketing,28,4,555611,the+island+2005
3199,10,0,K-12 student,35,3,41184,forrest+gump+1994
3200,20,0,other or not specified,18,4,407748,the+usual+suspects+1995
3201,20,1,unemployed,80,3,970101,scream+1996
3202,20,0,sales/marketing,18,4,123334,the+insider+1999
3203,30,0,executive/managerial,12,3,683243,star+wars+episode+i+-+the+phantom+menace+1999
3204,20,1,sales/marketing,18,4,709540,the+intouchables+2011
3205,30,0,executive/managerial,80,5,90897,the+silence+of+the+lambs+1991
3206,70,1,retired,35,4,168976,bridget+joness+diary+2001
3207,20,0,other or not specified,35,4,846016,mystery+science+theater+3000+the+movie+1996
3208,30,0,college/grad student,80,4,656595,reservoir+dogs+1992
3209,60,1,academic/educator,18,4,413808,schindlers+list+1993
3210,30,0,sales/marketing,53,5,780299,pulp+fiction+1994
3211,70,0,retired,53,5,796926,road+to+perdition+2002
3212,30,0,executive/managerial,35,3,412128,while+you+were+sleeping+1995
3213,30,0,homemaker,18,4,502931,saving+private+ryan+1998
3214,30,0,retired,18,4,509420,children+of+men+2006
3215,30,0,K-12 student,27,2,202095,bride+of+chucky+1998
3216,20,0,college/grad student,27,4,476580,creepshow+1982
3217,20,0,executive/managerial,12,4,68663,lost+in+space+1998
3218,20,0,artist,27,4,882666,the+grudge+2004
3219,30,0,lawyer,9648,5,585763,the+manchurian+candidate+1962
3220,30,0,scientist,14,5,608468,casper+1995
3221,30,0,sales/marketing,28,5,523007,the+adventures+of+baron+munchausen+1988
3222,30,0,artist,27,5,464787,stir+of+echoes+1999
3223,20,0,college/grad student,28,4,836016,captain+america+the+first+avenger+2011
3224,20,0,scientist,35,5,926567,clerks+1994
3225,30,0,sales/marketing,12,5,234874,quantum+of+solace+2008
3226,30,0,executive/managerial,12,4,90897,mission+impossible+1996
3227,20,1,college/grad student,10749,4,911120,a+goofy+movie+1995
3228,40,1,academic/educator,14,4,160464,meet+joe+black+1998
3229,30,1,executive/managerial,12,4,990800,dances+with+wolves+1990
3230,30,0,executive/managerial,35,5,238025,how+to+lose+a+guy+in+10+days+2003
3231,30,0,sales/marketing,18,4,319564,the+diving+bell+and+the+butterfly+2007
3232,20,0,sales/marketing,12,4,337752,the+muppet+movie+1979
3233,30,0,executive/managerial,14,3,645341,the+crow+1994
3234,30,0,college/grad student,28,2,807797,minority+report+2002
3235,20,1,self-employed,35,4,910284,welcome+to+the+dollhouse+1995
3236,30,0,executive/managerial,18,4,412088,one+flew+over+the+cuckoos+nest+1975
3237,20,0,K-12 student,14,4,509718,spider-man+2002
3238,20,0,sales/marketing,28,3,918660,cloverfield+2008
3239,10,0,sales/marketing,28,4,268293,the+hunt+for+red+october+1990
3240,30,1,homemaker,80,4,656293,bound+1996
3241,20,0,executive/managerial,27,2,144505,the+blair+witch+project+1999
3242,30,0,college/grad student,35,5,261290,clueless+1995
3243,20,1,college/grad student,18,4,377015,the+color+purple+1985
3244,70,1,retired,35,4,598920,that+thing+you+do+1996
3245,30,0,executive/managerial,18,5,765126,the+usual+suspects+1995
3246,30,0,scientist,12,4,856747,labyrinth+1986
3247,20,0,scientist,10749,1,668267,the+little+rascals+1994
3248,20,0,college/grad student,12,3,641124,mission+impossible+1996
3249,20,1,retired,18,3,827561,pay+it+forward+2000
3250,20,0,other or not specified,28,4,93076,enemy+of+the+state+1998
3251,30,0,scientist,10749,4,608468,the+mask+1994
3252,30,0,executive/managerial,35,5,398895,annie+hall+1977
3253,20,0,college/grad student,28,3,229882,stargate+1994
3254,30,0,customer service,35,5,961591,american+graffiti+1973
3255,20,0,executive/managerial,80,1,194908,the+generals+daughter+1999
3256,60,1,retired,28,3,293500,d3+the+mighty+ducks+1996
3257,30,0,academic/educator,35,2,467251,rihie+rih+1994
3258,30,0,college/grad student,35,5,815269,the+birdcage+1996
3259,30,0,sales/marketing,80,5,780299,reservoir+dogs+1992
3260,20,0,college/grad student,9648,4,903084,memento+2000
3261,30,0,college/grad student,28,4,813755,the+rock+1996
3262,20,0,self-employed,80,4,92342,l.a.+confidential+1997
3263,30,0,self-employed,18,3,105421,the+client+1994
3264,30,0,executive/managerial,18,4,292528,the+libertine+2004
3265,30,0,self-employed,878,4,922118,2001+a+space+odyssey+1968
3266,30,0,K-12 student,9648,4,22171,memento+2000
3267,20,0,executive/managerial,28,3,515772,die+hard+with+a+vengeance+1995
3268,30,0,executive/managerial,18,5,746968,the+game+1997
3269,20,0,executive/managerial,53,5,770737,pulp+fiction+1994
3270,20,0,sales/marketing,9648,4,309644,eyes+wide+shut+1999
3271,30,0,self-employed,28,4,81311,independence+day+1996
3272,30,1,other or not specified,35,5,571241,cant+hardly+wait+1998
3273,30,1,other or not specified,35,3,797111,moonstruck+1987
3274,20,0,scientist,35,5,339001,robin+hood+men+in+tights+1993
3275,20,0,college/grad student,18,4,397958,every+other+weekend+1990
3276,30,0,other or not specified,18,3,563358,scent+of+a+woman+1992
3277,30,0,college/grad student,12,3,500718,the+iron+giant+1999
3278,30,0,self-employed,18,3,420616,thelma++louise+1991
3279,20,0,sales/marketing,18,4,180041,crash+2004
3280,30,0,college/grad student,35,5,189094,life+of+brian+1979
3281,20,0,sales/marketing,28,4,808443,bad+boys+1995
3282,30,1,college/grad student,99,5,338314,crumb+1994
3283,20,0,self-employed,18,4,688698,goodfellas+1990
3284,20,0,self-employed,27,3,954712,the+ring+2002
3285,30,0,executive/managerial,18,5,11577,fight+club+1999
3286,20,0,clerical/admin,9648,4,477833,klute+1971
3287,20,1,artist,28,4,498687,the+quick+and+the+dead+1995
3288,30,0,college/grad student,28,4,100547,the+last+of+the+mohicans+1992
3289,20,0,college/grad student,16,3,450155,aladdin+1992
3290,20,0,college/grad student,878,4,929661,eternal+sunshine+of+the+spotless+mind+2004
3291,40,0,doctor/health care,10751,4,377829,the+lion+king+1994
3292,20,0,college/grad student,12,3,444754,mission+impossible+ii+2000
3293,30,0,academic/educator,35,3,804812,women+on+the+verge+of+a+nervous+breakdown+1988
3294,20,0,executive/managerial,14,3,144505,snow+white+and+the+seven+dwarfs+1937
3295,20,0,other or not specified,80,4,213084,natural+born+killers+1994
3296,30,0,artist,16,4,621966,ice+age+2002
3297,20,0,college/grad student,28,5,591581,the+rock+1996
3298,30,0,executive/managerial,28,3,966826,the+amazing+panda+adventure+1995
3299,20,0,college/grad student,16,4,835266,toy+story+1995
3300,20,0,sales/marketing,27,1,511321,interview+with+the+vampire+1994
3301,30,0,sales/marketing,28,5,852919,the+terminator+1984
3302,20,1,scientist,80,3,753157,the+exorcism+of+emily+rose+2005
3303,30,0,executive/managerial,18,2,347681,julia+and+julia+1987
3304,30,0,college/grad student,28,3,318916,air+force+one+1997
3305,30,0,college/grad student,18,5,713482,american+history+x+1998
3306,30,0,self-employed,12,3,662240,mission+impossible+1996
3307,30,0,college/grad student,12,3,178008,james+and+the+giant+peach+1996
3308,30,0,college/grad student,35,4,902621,multiplicity+1996
3309,30,0,college/grad student,35,4,518782,sirens+1993
3310,30,0,college/grad student,12,3,192517,star+wars+1977
3311,20,0,scientist,18,2,994906,one+flew+over+the+cuckoos+nest+1975
3312,30,1,college/grad student,35,4,338314,mighty+aphrodite+1995
3313,30,0,executive/managerial,35,4,951833,raising+arizona+1987
3314,30,0,executive/managerial,28,4,883639,crimson+tide+1995
3315,20,1,artist,35,3,637575,working+girl+1988
3316,30,0,sales/marketing,12,1,1107,waterworld+1995
3317,30,0,self-employed,27,4,326867,the+frighteners+1996
3318,20,0,self-employed,28,4,115885,die+hard+with+a+vengeance+1995
3319,50,0,executive/managerial,18,5,447095,the+shawshank+redemption+1994
3320,20,0,self-employed,28,3,954154,hackers+1995
3321,30,0,executive/managerial,35,3,316695,like+mike+2002
3322,20,0,sales/marketing,14,4,962038,sleeping+beauty+1959
3323,20,0,college/grad student,28,1,352281,romeo+must+die+2000
3324,30,0,other or not specified,80,4,248873,chinatown+1974
3325,20,0,self-employed,18,5,354935,five+easy+pieces+1970
3326,30,0,scientist,37,5,906870,high+noon+1952
3327,30,0,executive/managerial,12,4,240597,the+mummy+1999
3328,20,0,K-12 student,28,4,903464,green+lantern+first+flight+2009
3329,20,0,college/grad student,18,4,336971,one+flew+over+the+cuckoos+nest+1975
3330,20,1,college/grad student,35,5,488474,black+cat_+white+cat+1998
3331,30,0,other or not specified,35,2,533934,in++out+1997
3332,30,0,homemaker,80,4,104509,requiem+for+a+dream+2000
3333,30,0,academic/educator,878,2,640435,sphere+1998
3334,20,1,sales/marketing,35,3,89736,american+pie+1999
3335,30,0,executive/managerial,35,1,746968,chairman+of+the+board+1998
3336,10,0,K-12 student,12,4,206618,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003
3337,20,0,college/grad student,53,3,791242,the+kiss+1988
3338,20,1,other or not specified,16,4,487161,toy+story+2+1999
3339,20,1,college/grad student,18,2,253069,girl_+interrupted+1999
3340,20,0,scientist,12,4,987036,the+fox+and+the+hound+1981
3341,20,0,executive/managerial,10749,3,924569,the+mask+1994
3342,30,1,academic/educator,18,1,372662,m+1931
3343,30,0,scientist,35,1,396949,rocketman+1997
3344,30,0,sales/marketing,18,5,772420,hoosiers+1986
3345,30,1,artist,35,5,99109,waking+ned+1998
3346,20,0,scientist,878,5,908709,2001+a+space+odyssey+1968
3347,30,0,college/grad student,18,4,275335,muriels+wedding+1994
3348,20,0,scientist,18,5,721467,patton+1970
3349,30,0,executive/managerial,12,5,123208,raiders+of+the+lost+ark+1981
3350,20,1,executive/managerial,10749,4,108254,the+wedding+singer+1998
3351,60,1,retired,18,4,736847,awakenings+1990
3352,30,0,college/grad student,35,4,90798,chasing+amy+1997
3353,20,0,college/grad student,12,3,371903,waterworld+1995
3354,30,0,executive/managerial,18,4,448220,the+usual+suspects+1995
3355,30,0,scientist,27,5,92263,interview+with+the+vampire+1994
3356,30,0,self-employed,35,4,249957,annie+hall+1977
3357,20,0,lawyer,12,2,723758,the+world+is+not+enough+1999
3358,10,0,K-12 student,14,4,795506,army+of+darkness+1992
3359,20,1,self-employed,18,5,526758,much+ado+about+nothing+1993
3360,30,1,college/grad student,35,4,338314,strawberry+and+chocolate+1993
3361,20,0,homemaker,14,4,816149,the+secret+of+nimh+1982
3362,20,0,artist,18,4,764714,gandhi+1982
3363,30,0,K-12 student,35,3,919823,the+candidate+1972
3364,20,0,executive/managerial,12,5,946067,jurassic+park+1993
3365,20,0,programmer,36,4,944443,quiz+show+1994
3366,20,0,college/grad student,18,4,780326,the+thomas+crown+affair+1999
3367,30,0,self-employed,18,3,920213,the+beach+2000
3368,20,0,college/grad student,18,4,961286,city+of+god+2002
3369,30,0,lawyer,27,5,585763,the+fly+1986
3370,30,0,other or not specified,28,3,930576,the+river+wild+1994
3371,10,0,K-12 student,28,3,688395,missing+in+action+2+the+beginning+1985
3372,20,0,executive/managerial,16,3,851311,fantasia+1940
3373,30,1,artist,18,4,537431,saving+private+ryan+1998
3374,20,0,executive/managerial,10749,5,700481,beauty+and+the+beast+1991
3375,30,0,college/grad student,80,3,616369,the+net+1995
3376,30,0,college/grad student,35,5,292121,the+birdcage+1996
3377,20,1,artist,35,4,298407,annie+hall+1977
3378,30,1,college/grad student,35,4,912300,the+incredibly+true+adventure+of+two+girls+in+love+1995
3379,20,0,self-employed,35,3,837479,four+weddings+and+a+funeral+1994
3380,70,1,retired,35,5,699831,definitely_+maybe+2008
